array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
263682_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26860	transposable element gene	1	9305068	9305541
263683_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26870	ANAC009 (Arabidopsis NAC domain containing protein 9); transcription factor	1	9314423	9314969
263684_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26900	pentatricopeptide (PPR) repeat-containing protein	1	9319819	9320281
263685_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26830	ATCUL3/ATCUL3A/CUL3/CUL3A (Cullin 3A); protein binding / ubiquitin-protein ligase	1	9297767	9298309
263686_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26910	60S ribosomal protein L10 (RPL10B)	1	9322121	9322796
263687_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26940	peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein	1	9343274	9344405
263688_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26920	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G69760.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO48418.1)	1	9329652	9330085
263689_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26820	RNS3 (RIBONUCLEASE 3); endoribonuclease	1	9292752	9293636
263690_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26960	ATHB23 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 23); DNA binding / transcription factor	1	9356494	9357214
263691_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26880	60S ribosomal protein L34 (RPL34A)	1	9315630	9316623
263692_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26850	dehydration-responsive family protein	1	9301145	9301900
263693_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31200	ATPP2-A9 (Phloem protein 2-A9); carbohydrate binding	1	11146910	11147643
263694_at	oligonucleotide	Arabidopsis thaliana	no	AT3G60565;AT1G31210	[AT3G60565, transposable element gene];[AT1G31210, transposable element gene]	[AT3G60565, 3];[AT1G31210, 1]	[AT3G60565, 22396858];[AT1G31210, 11148421]	[AT3G60565, 22397232];[AT1G31210, 11148795]
263695_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31220	phosphoribosylglycinamide formyltransferase	1	11157631	11158356
263696_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31230	AK-HSDH/AK-HSDH I (ASPARTATE KINASE-HOMOSERINE DEHYDROGENASE I); aspartate kinase/ homoserine dehydrogenase	1	11158766	11159526
263697_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31080	F-box family protein	1	11092299	11092867
263698_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31100	transposable element gene	1	11097124	11097609
263699_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31120	KUP10 (K+ transporter 10); potassium ion transmembrane transporter	1	11104381	11104902
263700_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31150	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G36970.1); similar to hypothetical protein 23.t00036 [Brassica oleracea] (GB:ABD65624.1); contains InterPro domain Region of unknown function DUF1985 (InterPro:IPR015410)	1	11121508	11122352
263701_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31160	zinc-binding protein, putative / protein kinase C inhibitor, putative	1	11122862	11123954
263702_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31240	DNA binding	1	11164060	11164640
263703_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31170	ATSRX/SRX (SULFIREDOXIN); DNA binding / oxidoreductase, acting on sulfur group of donors	1	11133670	11134209
263704_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31130	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G44860.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41960.1)	1	11115009	11115519
263705_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31190	inositol monophosphatase family protein	1	11145759	11146719
263706_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31180;AT5G14200	[AT1G31180, 3-isopropylmalate dehydrogenase, chloroplast, putative];[AT5G14200, 3-isopropylmalate dehydrogenase, chloroplast, putative]	[AT1G31180, 1];[AT5G14200, 5]	[AT1G31180, 11142845];[AT5G14200, 4577212]	[AT1G31180, 11143731];[AT5G14200, 4578086]
263707_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09300	metallopeptidase M24 family protein	1	3006200	3008092
263708_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09320	agenet domain-containing protein	1	3010469	3011105
263709_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09310	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G56580.1); similar to unknown [Populus trichocarpa] (GB:ABK94207.1); contains InterPro domain Protein of unknown function DUF538 (InterPro:IPR007493)	1	3009201	3009636
263710_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09330	Identical to Uncharacterized FAM18-like protein At1g09330 [Arabidopsis Thaliana] (GB:Q8LEK2;GB:Q9ZPZ2); similar to unknown [Populus trichocarpa x Populus deltoides] (GB:ABK96699.1); contains InterPro domain Protein of unknown function DUF846, eukaryotic; (InterPro:IPR008564)	1	3013013	3014535
263711_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20630	protein phosphatase 2C, putative / PP2C, putative	2	8904926	8905578
263712_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20585	NFD6 (NUCLEAR FUSION DEFECTIVE 6)	2	8872328	8873441
263713_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20595	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G20605.1)	2	8878779	8879076
263714_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20610	SUR1 (SUPERROOT 1); transaminase	2	8885301	8886206
263715_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20570	GPRI1 (GOLDEN2-LIKE 1); transcription factor	2	8863711	8864579
263716_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20580	AtRPN1a/RPN1A (26S proteasome regulatory subunit S2 1A); binding	2	8870894	8871726
263717_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13560	malate oxidoreductase, putative	2	5660358	5662177
263718_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13570	CCAAT-box binding transcription factor, putative	2	5662948	5663455
263719_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13600	pentatricopeptide (PPR) repeat-containing protein	2	5680113	5680657
263720_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13620	ATCHX15 (cation/hydrogen exchanger 15); monovalent cation:proton antiporter	2	5687105	5687587
263721_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13630	F-box family protein-related	2	5691654	5692213
263722_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13650	GONST1 (GOLGI NUCLEOTIDE SUGAR TRANSPORTER 1); nucleotide-sugar transmembrane transporter	2	5694708	5696598
263723_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13500	similar to nucleic acid binding / zinc ion binding [Arabidopsis thaliana] (TAIR:AT2G17920.1); similar to 80C09_29 [Brassica rapa subsp. pekinensis] (GB:AAZ41840.1)	2	5635462	5636103
263724_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13510	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G13500.1); similar to 80C09_29 [Brassica rapa subsp. pekinensis] (GB:AAZ41840.1)	2	5637242	5637856
263725_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13550	unknown protein	2	5655955	5656361
263726_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13610	ABC transporter family protein	2	5680965	5681481
263727_at	oligonucleotide	Arabidopsis thaliana	no	AT2G13540	ABH1 (ABA HYPERSENSITIVE 1)	2	5649167	5649894
263728_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60070	clathrin binding	1	22146922	22148096
263729_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60080	3' exoribonuclease family domain 1-containing protein	1	22156326	22157436
263730_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60090	glycosyl hydrolase family 1 protein	1	22160845	22161729
263731_at	oligonucleotide	Arabidopsis thaliana	no	AT1G59970	matrixin family protein	1	22077802	22078329
263732_at	oligonucleotide	Arabidopsis thaliana	no	AT1G59980	ARL2/ATDJC39 (ARG1-LIKE2); heat shock protein binding / unfolded protein binding	1	22086030	22087004
263733_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60020	transposable element gene	1	22105157	22105666
263734_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60030	xanthine/uracil permease family protein	1	22117658	22118391
263735_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60040;AT1G59810	[AT1G60040, AGL49; transcription factor];[AT1G59810, AGL50; transcription factor]	[AT1G60040, 1];[AT1G59810, 1]	[AT1G60040, 22122770];[AT1G59810, 22012539]	[AT1G60040, 22123321];[AT1G59810, 22013090]
263736_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60000	29 kDa ribonucleoprotein, chloroplast, putative / RNA-binding protein cp29, putative	1	22097359	22097962
263737_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60010	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10530.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40951.1)	1	22099326	22100088
263738_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60060	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G53900.2); similar to unnamed protein product [Vitis vinifera] (GB:CAO40921.1); contains domain PTHR13902:SF3 (PTHR13902:SF3); contains domain PTHR13902 (PTHR13902)	1	22144723	22145053
263739_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21320	zinc finger (B-box type) family protein	2	9133654	9134607
263740_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20660	RALFL14 (RALF-LIKE 14)	2	8916548	8916845
263741_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20620	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G29550.1); contains InterPro domain Protein of unknown function DUF626, Arabidopsis thaliana (InterPro:IPR006462)	2	8899039	8899873
263742_at	oligonucleotide	Arabidopsis thaliana	no	AT2G20625	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G20620.1); contains InterPro domain Protein of unknown function DUF626, Arabidopsis thaliana (InterPro:IPR006462)	2	8903300	8904242
263743_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21390	coatomer protein complex, subunit alpha, putative	2	9163086	9163621
263744_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21420	zinc finger protein-related	2	9178144	9178802
263745_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21450	CHR34 (chromatin remodeling 34); ATP binding / DNA binding / helicase	2	9186758	9187275
263746_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21460	transposable element gene	2	9195434	9196015
263747_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21470	SAE2 (SUMO-ACTIVATING ENZYME 2)	2	9208621	9209088
263748_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21480	protein kinase family protein	2	9209868	9210416
263749_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21520	transporter	2	9225242	9225971
263750_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
263751_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21300	kinesin motor family protein	2	9122566	9123329
263752_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21310	transposable element gene	2	9131754	9132273
263753_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21490	LEA (DEHYDRIN LEA)	2	9213776	9214090
263754_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21510	DNAJ heat shock N-terminal domain-containing protein	2	9217923	9218906
263755_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21340	enhanced disease susceptibility protein, putative / salicylic acid induction deficient protein, putative	2	9142346	9143267
263756_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21270	ubiquitin fusion degradation UFD1 family protein	2	9116119	9117061
263757_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21430	cysteine proteinase A494, putative / thiol protease, putative	2	9179185	9179789
263758_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21260;AT2G21250	[AT2G21260, mannose 6-phosphate reductase (NADPH-dependent), putative];[AT2G21250, mannose 6-phosphate reductase (NADPH-dependent), putative]	[AT2G21260, 2];[AT2G21250, 2]	[AT2G21260, 9112992];[AT2G21250, 9110707]	[AT2G21260, 9113460];[AT2G21250, 9111177]
263759_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21290	Identical to 30S ribosomal protein S31, mitochondrial precursor [Arabidopsis Thaliana] (GB:Q9SJU8); similar to unnamed protein product [Vitis vinifera] (GB:CAO47252.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN75923.1)	2	9119977	9120232
263760_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21280	GC1 (GIANT CHLOROPLAST 1); binding / catalytic/ coenzyme binding	2	9117672	9118691
263761_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21330	fructose-bisphosphate aldolase, putative	2	9135563	9136233
263762_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21380	kinesin motor protein-related	2	9154839	9155948
263763_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21385	similar to Os09g0531100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063753.1); similar to unknown [Picea sitchensis] (GB:ABK27019.1)	2	9157787	9158781
263764_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21410	VHA-A2 (VACUOLAR PROTON ATPASE A2); ATPase	2	9174176	9175211
263765_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21540	SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative	2	9228068	9228881
263766_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21440	RNA recognition motif (RRM)-containing protein	2	9180796	9181310
263767_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06310	transposable element gene	2	2493822	2493972
263768_x_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06330	transposable element gene	2	2496817	2497248
263769_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06390	transposable element gene	2	2516629	2516704
263770_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06410	transposable element gene	2	2531436	2532391
263771_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06260	transposable element gene	2	2464696	2465228
263772_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06255	ELF4-L3 (ELF4-LIKE 3)	2	2459384	2459661
263773_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21370	xylulose kinase, putative	2	9144699	9145592
263774_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40280	dehydration-responsive family protein	2	16832803	16833520
263775_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46410	CPC (CAPRICE); DNA binding / transcription factor	2	19056409	19057258
263776_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46430;AT2G46440	[AT2G46430, ATCNGC3 (CYCLIC NUCLEOTIDE GATED CHANNEL 3); calmodulin binding / cyclic nucleotide binding / ion channel];[AT2G46440, ATCNGC11 (cyclic nucleotide gated channel 11); calmodulin binding / cyclic nucleotide binding / ion channel]	[AT2G46430, 2];[AT2G46440, 2]	[AT2G46430, 19067486];[AT2G46440, 19070982]	[AT2G46430, 19068215];[AT2G46440, 19071699]
263777_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46450	ATCNGC12 (cyclic nucleotide gated channel 12); cyclic nucleotide binding / ion channel	2	19074795	19075424
263778_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46470	OXA1L (INNER MEMBRANE PROTEIN OXA1-LIKE)	2	19081029	19081965
263779_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46340	SPA1 (SUPPRESSOR OF PHYA-105 1); signal transducer	2	19029716	19030454
263780_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46340	SPA1 (SUPPRESSOR OF PHYA-105 1); signal transducer	2	19032497	19033023
263781_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46360	unknown protein	2	19035580	19035858
263782_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46380	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G61670.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO39729.1); contains domain RING/U-box (SSF57850)	2	19048384	19049093
263783_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46400	WRKY46 (WRKY DNA-binding protein 46); transcription factor	2	19050790	19051430
263784_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46375	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G61660.1)	2	19045079	19045372
263785_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46390	unknown protein	2	19049539	19050089
263786_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46370	JAR1 (JASMONATE RESISTANT 1)	2	19042813	19043439
263787_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46420	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G61700.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO39750.1); contains InterPro domain Conserved hypothetical protein CHP01589, plant (InterPro:IPR006476)	2	19062976	19063890
263788_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24580	sarcosine oxidase family protein	2	10452081	10452575
263789_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24560	carboxylesterase	2	10439168	10439949
263790_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24530	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G31440.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO43929.1)	2	10430355	10430881
263791_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24520	AHA5 (ARABIDOPSIS H(+)-ATPASE 5); ATPase	2	10425848	10426805
263792_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24660	transposable element gene	2	10495284	10496041
263793_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24630	ATCSLC08 (Cellulose synthase-like C8); transferase, transferring glycosyl groups	2	10478676	10479192
263794_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24620	S-locus glycoprotein family protein	2	10470194	10470564
263795_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24610	ATCNGC14 (cyclic nucleotide gated channel 14); calmodulin binding / cyclic nucleotide binding / ion channel	2	10466857	10467409
263796_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24540	AFR (ATTENUATED FAR-RED RESPONSE)	2	10434148	10434599
263797_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24570	WRKY17 (WRKY DNA-binding protein 17); transcription factor	2	10444779	10445877
263798_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24640	ubiquitin carboxyl-terminal hydrolase family protein / zinc finger (MYND type) family protein	2	10482766	10483408
263799_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24550	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G31510.1); similar to unknown [Populus trichocarpa x Populus deltoides] (GB:ABK96563.1)	2	10435334	10436099
263800_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24600	ankyrin repeat family protein	2	10459524	10460261
263801_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06310	transposable element gene	2	2491956	2492140
263802_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40430	Identical to Uncharacterized protein At2g40430 [Arabidopsis Thaliana] (GB:O22892;GB:Q93XZ8); similar to unnamed protein product [Vitis vinifera] (GB:CAO41463.1); contains InterPro domain Tumor suppressor protein Gltscr2 (InterPro:IPR011211); contains InterPro domain P60-like (InterPro:IPR011687)	2	16886647	16887849
263803_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40440	BTB/POZ domain-containing protein	2	16896328	16898311
263804_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40270	protein kinase family protein	2	16829247	16829754
263805_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40400	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G56140.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN64033.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41449.1); similar to hypothetical protein OsI_004191 [Oryza sativa (indica cultivar-group)] (GB:EAY76344.1); contains InterPro domain Protein of unknown function DUF399 (InterPro:IPR007314)	2	16878781	16879600
263806_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04305	magnesium transporter CorA-like protein-related	2	1502842	1503208
263807_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04400	indole-3-glycerol phosphate synthase (IGPS)	2	1532413	1533390
263808_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04340	similar to unknown [Picea sitchensis] (GB:ABK22743.1)	2	1514422	1515165
263809_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04570	GDSL-motif lipase/hydrolase family protein	2	1595433	1596098
263810_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04520	eukaryotic translation initiation factor 1A, putative / eIF-1A, putative / eIF-4C, putative	2	1574880	1575134
263811_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04350	long-chain-fatty-acid--CoA ligase family protein / long-chain acyl-CoA synthetase family protein (LACS8)	2	1518529	1519117
263812_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
263813_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10000;AT1G41910	[AT2G10000, transposable element gene];[AT1G41910, transposable element gene]	[AT2G10000, 2];[AT1G41910, 1]	[AT2G10000, 3793602];[AT1G41910, 15681805]	[AT2G10000, 3793914];[AT1G41910, 15682117]
263814_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10010	transposable element gene	2	3797527	3797950
263815_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10020	unknown protein	2	3804319	3804510
263816_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10050	transposable element gene	2	3820387	3820728
263817_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10070	transposable element gene	2	3826078	3826456
263818_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10090	transposable element gene	2	3830614	3830968
263819_x_at	oligonucleotide	Arabidopsis thaliana	no	AT2G10140	transposable element gene	2	3847084	3847864
263820_at	oligonucleotide	Arabidopsis thaliana	no	AT2G09910	transposable element gene	2	3763587	3764269
263821_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G18380;AT2G09990	[AT5G18380, 40S ribosomal protein S16 (RPS16C)];[AT2G09990, 40S ribosomal protein S16 (RPS16A)]	[AT5G18380, 5];[AT2G09990, 2]	[AT5G18380, 6090306];[AT2G09990, 3788540]	[AT5G18380, 6090680];[AT2G09990, 3788914]
263822_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40240	pentatricopeptide (PPR) repeat-containing protein	2	16818629	16818940
263823_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40340;AT2G40350	[AT2G40340, AP2 domain-containing transcription factor, putative (DRE2B)];[AT2G40350, DNA binding / transcription factor]	[AT2G40340, 2];[AT2G40350, 2]	[AT2G40340, 16856275];[AT2G40350, 16858699]	[AT2G40340, 16856732];[AT2G40350, 16859125]
263824_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40360	transducin family protein / WD-40 repeat family protein	2	16860220	16860832
263825_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40370	LAC5 (laccase 5); copper ion binding / oxidoreductase	2	16865281	16866024
263826_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40410	Ca(2+)-dependent nuclease, putative	2	16881152	16882251
263827_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40420	amino acid transporter family protein	2	16885281	16885932
263828_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40250	GDSL-motif lipase/hydrolase family protein	2	16820903	16822300
263829_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40435	transcription regulator	2	16894180	16895393
263830_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40260	myb family transcription factor	2	16823915	16824495
263831_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40300	ATFER4 (FERRITIN 4); ferric iron binding	2	16838768	16840111
263832_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40310	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein	2	16842090	16842767
263833_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
263834_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40316	similar to unnamed protein product [Vitis vinifera] (GB:CAO41434.1); contains domain PD106563 (PD106563); contains domain PTHR15071 (PTHR15071)	2	16844777	16845585
263835_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40290	eukaryotic translation initiation factor 2 subunit 1, putative / eIF-2A, putative / eIF-2-alpha, putative	2	16836117	16837399
263836_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40330	Bet v I allergen family protein	2	16852275	16852831
263837_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04500	DC1 domain-containing protein	2	1569424	1569963
263838_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36880	MAT3 (METHIONINE ADENOSYLTRANSFERASE 3); methionine adenosyltransferase	2	15486800	15487337
263839_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36900	MEMB11 (Golgi SNARE protein membrin 11); SNAP receptor	2	15498726	15499567
263840_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36885	similar to unnamed protein product [Vitis vinifera] (GB:CAO63025.1)	2	15489287	15490513
263841_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36870	xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative	2	15479960	15481308
263842_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36835	similar to hypothetical protein [Vitis vinifera] (GB:CAN81061.1)	2	15456918	15458370
263843_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37020	DNA binding	2	15553923	15555870
263844_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36930	zinc finger (C2H2 type) family protein	2	15517081	15518389
263845_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37040	PAL1 (PHE AMMONIA LYASE 1); phenylalanine ammonia-lyase	2	15564683	15565230
263846_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36990	SIGF (RNA POLYMERASE SIGMA-70 FACTOR); DNA binding / DNA-directed RNA polymerase/ transcription factor	2	15544582	15545337
263847_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36970	UDP-glucoronosyl/UDP-glucosyl transferase family protein	2	15537268	15537696
263848_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04580	transposable element gene	2	1599679	1600505
263849_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04490	transposable element gene	2	1557307	1558007
263850_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04480	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G35870.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41160.1)	2	1554309	1555062
263851_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04460	transposable element gene	2	1547802	1548123
263852_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04450	ATNUDT6 (Arabidopsis thaliana Nudix hydrolase homolog 6); ADP-ribose diphosphatase/ NAD binding / hydrolase	2	1544143	1545267
263853_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04440	NUDIX/mutT hydrolase family protein	2	1541796	1542708
263854_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04430	ATNUDT5 (Arabidopsis thaliana Nudix hydrolase homolog 5); hydrolase	2	1539553	1541007
263855_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04420	nucleic acid binding	2	1535709	1536215
