agi	family	occurences	databases		
AT2G39880	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G43270	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G51190	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G32980	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G01430	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G25160	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G53910	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G61430	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G02540	ZF-HD	2	agris2.csv	peking2.csv	
AT1G19040	NAC	2	peking2.csv	riken2.csv	
AT3G20910	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT3G47640	bHLH	2	agris2.csv	peking2.csv	
AT3G48430	C2H2	2	agris2.csv	riken2.csv	
AT5G01310	bHLH	2	peking2.csv	riken2.csv	
AT5G10280	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G16280	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G76880	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT3G21270	C2C2-DOF	2	agris2.csv	peking2.csv	
AT5G02030	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G37650	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT2G37630	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G37060	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT2G34820	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G66550	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT3G01140	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G47520	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G28200	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G21440	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G15050	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G60250	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT4G08250	GRAS	2	peking2.csv	riken2.csv	
AT4G24660	ZF-HD	2	agris2.csv	peking2.csv	
AT5G40710	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G48890	C2H2	2	agris2.csv	riken2.csv	
AT5G46760	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G69310	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G49450	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G14340	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G74840	MYB	2	peking2.csv	riken2.csv	
AT1G29960	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G41030	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT2G23320	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT3G62240	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G34830	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G44910	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G21960	AP2-EREBP	2	peking2.csv	riken2.csv	
AT5G25190	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G64380	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G76890	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT1G75540	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT2G28710	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G40950	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G28500	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G43140	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G04880	ARID	2	agris2.csv	peking2.csv	
AT5G17810	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G65910	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G35240	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT5G50915	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G28040	GEBP	2	agris2.csv	peking2.csv	
AT5G63280	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G60890	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G17320	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G16150	CAMTA	2	agris2.csv	peking2.csv	
AT1G73730	EIL	3	agris2.csv	peking2.csv	riken2.csv
AT1G12540	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G24500	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G47190	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G47620	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT1G15360	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G36710	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G01030	ABI3VP1	3	agris2.csv	peking2.csv	riken2.csv
AT3G14020	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT4G13620	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G17010	ABI3VP1	2	agris2.csv	riken2.csv	
AT1G18570	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G07680	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G07640	C2C2-DOF	2	agris2.csv	peking2.csv	
AT4G00180	C2C2-YABBY	2	agris2.csv	peking2.csv	
AT5G66320	C2C2-GATA	2	agris2.csv	peking2.csv	
AT5G50570	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G32275	AUX/IAA	2	peking2.csv	riken2.csv	
AT4G22680	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G01200	MYB	2	peking2.csv	riken2.csv	
AT5G07310	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G61910	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G21320	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT3G57230	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G49690	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G26930	C2C2-GATA	2	agris2.csv	peking2.csv	
AT2G22750	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G68550	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G04410	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G31270	TRIHELIX	2	peking2.csv	riken2.csv	
AT1G26790	C2C2-DOF	2	agris2.csv	peking2.csv	
AT5G43700	AUX/IAA	2	peking2.csv	riken2.csv	
AT4G27410	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G34710	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G23000	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G77980	MADS	2	agris2.csv	peking2.csv	
AT5G57150	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G61940	TUB	2	peking2.csv	riken2.csv	
AT5G22260	PHD	2	agris2.csv	peking2.csv	
AT3G13810	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G19860	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G42410	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G44460	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G54470	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT5G14000	NAC	2	peking2.csv	riken2.csv	
AT1G49010	MYB	2	peking2.csv	riken2.csv	
AT5G11060	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G29950	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G27730	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G60490	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G20350	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G21970	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT5G53980	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G37430	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G54990	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G08150	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G41240	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G12480	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT2G26950	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G65050	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G46810	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G69120	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G34650	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G61420	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G18160	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT2G47460	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G00390	GEBP	2	agris2.csv	peking2.csv	
AT3G13540	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G39250	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G15500	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G53040	NIN-LIKE	2	peking2.csv	riken2.csv	
AT4G16610	C2H2	2	peking2.csv	riken2.csv	
AT5G04400	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G28510	C2C2-DOF	2	agris2.csv	peking2.csv	
AT4G23550	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G28700	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT4G36620	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G19500	bHLH	2	agris2.csv	peking2.csv	
AT5G43620	C2H2	2	agris2.csv	riken2.csv	
AT5G51780	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G65230	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G50420	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT3G23230	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G51230	C2H2	2	agris2.csv	peking2.csv	
AT5G28650	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G22130	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G76900	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT5G56840	MYB	2	peking2.csv	riken2.csv	
AT1G23420	C2C2-YABBY	2	agris2.csv	peking2.csv	
AT4G37750	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G22770	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G26960	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G59750	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT1G35520	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT4G11880	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G71930	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G34170	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT5G11190	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G28920	ZF-HD	2	agris2.csv	peking2.csv	
AT1G67260	TCP	2	peking2.csv	riken2.csv	
AT5G20240	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G24590	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G15510	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G43840	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G04410	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G62020	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT3G54220	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G02250	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G75490	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G32330	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G61890	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G72740	MYB	2	peking2.csv	riken2.csv	
AT4G00480	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G31220	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G09230	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G60390	HB	3	agris2.csv	peking2.csv	riken2.csv
AT3G10800	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G64220	CAMTA	2	agris2.csv	peking2.csv	
AT1G49720	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G02990	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G39610	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G22760	CPP	3	agris2.csv	peking2.csv	riken2.csv
AT5G42910	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G65070	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT4G13480	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G58010	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G66770	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT4G36240	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G20910	ARID	2	agris2.csv	peking2.csv	
AT2G18350	ZF-HD	2	agris2.csv	peking2.csv	
AT1G68800	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT1G47870	E2F/DP	2	peking2.csv	riken2.csv	
AT1G03840	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G35610	C2H2	2	peking2.csv	riken2.csv	
AT2G45480	GRF	2	agris2.csv	peking2.csv	
AT5G57390	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G51220	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G37780	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G62940	C2C2-DOF	2	agris2.csv	peking2.csv	
AT3G56520	NAC	2	peking2.csv	riken2.csv	
AT3G09290	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G52150	HB	3	agris2.csv	peking2.csv	riken2.csv
AT3G62340	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G45650	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G36340	GEBP	2	agris2.csv	peking2.csv	
AT2G31215	bHLH	2	agris2.csv	peking2.csv	
AT1G63030	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G28300	ABI3VP1	3	agris2.csv	peking2.csv	riken2.csv
AT1G80580	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G39660	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G52830	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G03490	NAC	2	peking2.csv	riken2.csv	
AT2G43060	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G05550	TRIHELIX	2	peking2.csv	riken2.csv	
AT1G51140	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G65130	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G51190	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G41070	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT2G41690	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT1G09530	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G19220	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT2G22430	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G15130	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G47390	MYB	2	peking2.csv	riken2.csv	
AT5G03510	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G27050	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G53290	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G72360	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G51600	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G06070	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G24860	TRIHELIX	2	peking2.csv	riken2.csv	
AT1G36060	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G72830	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT3G61970	ABI3VP1	2	peking2.csv	riken2.csv	
AT3G50650	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT3G20770	EIL	3	agris2.csv	peking2.csv	riken2.csv
AT1G24625	C2H2	2	agris2.csv	peking2.csv	
AT2G38470	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G51990	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G46590	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G18770	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G11140	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G76350	NIN-LIKE	2	peking2.csv	riken2.csv	
AT1G22985	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G02150	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT5G13080	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G15580	AUX/IAA	2	peking2.csv	riken2.csv	
AT5G40220	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G41920	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT3G09370	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G37850	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G12720	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G50470	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT1G12630	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G56850	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G61860	LFY	2	peking2.csv	riken2.csv	
AT5G53660	GRF	2	agris2.csv	peking2.csv	
AT4G29100	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G02840	MYB	2	peking2.csv	riken2.csv	
AT1G09710	MYB	2	peking2.csv	riken2.csv	
AT5G49490	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G14920	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G06850	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G46070	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G59530	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G61830	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT3G01330	E2F/DP	2	peking2.csv	riken2.csv	
AT2G35530	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G75410	HB	3	agris2.csv	peking2.csv	riken2.csv
AT3G11440	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G30490	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G36400	GRF	2	agris2.csv	peking2.csv	
AT1G34390	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT5G67111	bHLH	2	peking2.csv	riken2.csv	
AT5G06650	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G52880	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G17600	AUX/IAA	2	peking2.csv	riken2.csv	
AT3G61150	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G13960	MYB	2	peking2.csv	riken2.csv	
AT1G50640	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G58630	TRIHELIX	2	peking2.csv	riken2.csv	
AT5G39690	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G12860	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G10120	EIL	3	agris2.csv	peking2.csv	riken2.csv
AT3G61890	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G15740	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G14010	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G11590	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G65310	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G33880	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G61870	LFY	2	peking2.csv	riken2.csv	
AT4G36160	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G20970	bHLH	2	agris2.csv	peking2.csv	
AT4G16780	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G37420	MADS	2	agris2.csv	peking2.csv	
AT5G15840	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT2G48100	C2H2	2	agris2.csv	riken2.csv	
AT2G45680	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT1G13400	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G72350	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G30210	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT5G61950	C2H2	2	agris2.csv	riken2.csv	
AT5G45980	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G25400	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G00540	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G51860	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G67450	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G51530	C2H2	2	agris2.csv	riken2.csv	
AT5G17800	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G26610	C2H2	2	agris2.csv	riken2.csv	
AT1G51120	AP2-EREBP	2	peking2.csv	riken2.csv	
AT3G13890	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G42200	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G79840	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G33810	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G47860	C2H2	2	agris2.csv	riken2.csv	
AT4G25610	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G45050	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G17590	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT1G34670	MYB	2	agris2.csv	peking2.csv	
AT1G08290	C2H2	3	agris2.csv	peking2.csv	riken2.csv
