AGI	object name	GO term	GO ID	Aspect	GOslim term
AT4G10300	AT4G10300.1	chloroplast	GO:0009507	comp	chloroplast
AT4G10470	AT4G10470.1	chloroplast	GO:0009507	comp	chloroplast
AT4G10500	AT4G10500.1	chloroplast	GO:0009507	comp	chloroplast
AT4G10620	AT4G10620.1	chloroplast	GO:0009507	comp	chloroplast
AT4G10810	AT4G10810.1	chloroplast	GO:0009507	comp	chloroplast
AT4G10840	AT4G10840.2	chloroplast	GO:0009507	comp	chloroplast
AT4G10910	AT4G10910.1	chloroplast	GO:0009507	comp	chloroplast
AT4G11080	AT4G11080.1	chloroplast	GO:0009507	comp	chloroplast
AT4G11160	AT4G11160.1	chloroplast	GO:0009507	comp	chloroplast
AT4G11450	AT4G11450.1	chloroplast	GO:0009507	comp	chloroplast
AT4G11780	AT4G11780.1	chloroplast	GO:0009507	comp	chloroplast
AT4G12060	AT4G12060.1	chloroplast	GO:0009507	comp	chloroplast
AT4G12120	AT4G12120.1	chloroplast	GO:0009507	comp	chloroplast
AT4G12150	AT4G12150.1	chloroplast	GO:0009507	comp	chloroplast
AT4G12430	AT4G12430.1	chloroplast	GO:0009507	comp	chloroplast
AT4G12490	AT4G12490.1	chloroplast	GO:0009507	comp	chloroplast
AT4G12740	AT4G12740.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13050	AT4G13050.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13220	AT4G13220.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13270	AT4G13270.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13430	AT4G13430.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13460	AT4G13460.2	chloroplast	GO:0009507	comp	chloroplast
AT4G13500	AT4G13500.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13730	AT4G13730.2	chloroplast	GO:0009507	comp	chloroplast
AT4G13830	AT4G13830.2	chloroplast	GO:0009507	comp	chloroplast
AT4G14000	AT4G14000.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14150	AT4G14150.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14180	AT4G14180.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14190	AT4G14190.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14210	PDS3	chloroplast	GO:0009507	comp	chloroplast
AT4G14220	AT4G14220.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14330	AT4G14330.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14510	AT4G14510.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14605	AT4G14605.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14680	APS3	chloroplast	GO:0009507	comp	chloroplast
AT4G14690	AT4G14690.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14770	AT4G14770.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14850	AT4G14850.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14890	AT4G14890.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14910	AT4G14910.1	chloroplast	GO:0009507	comp	chloroplast
AT4G14970	AT4G14970.1	chloroplast	GO:0009507	comp	chloroplast
AT4G15120	AT4G15120.1	chloroplast	GO:0009507	comp	chloroplast
AT4G15550	AT4G15550.1	chloroplast	GO:0009507	comp	chloroplast
AT4G15560	AT4G15560.1	chloroplast	GO:0009507	comp	chloroplast
AT4G15840	AT4G15840.1	chloroplast	GO:0009507	comp	chloroplast
AT4G15870	AT4G15870.1	chloroplast	GO:0009507	comp	chloroplast
AT4G15910	AT4G15910.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16155	AT4G16155.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16360	AT4G16360.2	chloroplast	GO:0009507	comp	chloroplast
AT4G16390	AT4G16390.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16410	AT4G16410.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16490	AT4G16490.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16570	AT4G16570.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16610	AT4G16610.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16820	AT4G16820.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16860	AT4G16860.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16900	AT4G16900.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16920	AT4G16920.1	chloroplast	GO:0009507	comp	chloroplast
AT4G16960	AT4G16960.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17070	AT4G17070.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17260	AT4G17260.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17300	AT4G17300.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17310	AT4G17310.2	chloroplast	GO:0009507	comp	chloroplast
AT4G17620	AT4G17620.2	chloroplast	GO:0009507	comp	chloroplast
AT4G17650	AT4G17650.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17770	AT4G17770.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17840	AT4G17840.1	chloroplast	GO:0009507	comp	chloroplast
AT4G17895	AT4G17895.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18240	AT4G18240.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18250	AT4G18250.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18400	AT4G18400.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18420	AT4G18420.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18440	AT4G18440.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18480	AT4G18480.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18520	AT4G18520.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18540	AT4G18540.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18570	AT4G18570.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18610	AT4G18610.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18630	AT4G18630.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18750	AT4G18750.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18810	AT4G18810.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18820	AT4G18820.1	chloroplast	GO:0009507	comp	chloroplast
AT4G18975	AT4G18975.1	chloroplast	GO:0009507	comp	chloroplast
AT4G19010	AT4G19010.1	chloroplast	GO:0009507	comp	chloroplast
AT4G19160	AT4G19160.2	chloroplast	GO:0009507	comp	chloroplast
AT4G19390	AT4G19390.1	chloroplast	GO:0009507	comp	chloroplast
AT4G19430	AT4G19430.1	chloroplast	GO:0009507	comp	chloroplast
AT4G19440	AT4G19440.1	chloroplast	GO:0009507	comp	chloroplast
AT4G19710	AT4G19710.2	chloroplast	GO:0009507	comp	chloroplast
AT4G19865	AT4G19865.1	chloroplast	GO:0009507	comp	chloroplast
AT4G19880	AT4G19880.3	chloroplast	GO:0009507	comp	chloroplast
AT4G19980	AT4G19980.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20030	AT4G20030.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20070	AT4G20070.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20090	AT4G20090.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20160	AT4G20160.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20200	AT4G20200.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20210	AT4G20210.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20235	AT4G20235.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20330	AT4G20330.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20730	AT4G20730.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20740	AT4G20740.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20820	AT4G20820.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20960	AT4G20960.1	chloroplast	GO:0009507	comp	chloroplast
AT4G20980	AT4G20980.3	chloroplast	GO:0009507	comp	chloroplast
AT4G21170	AT4G21170.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21210	AT4G21210.2	chloroplast	GO:0009507	comp	chloroplast
AT4G21300	AT4G21300.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21660	AT4G21660.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21700	AT4G21700.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21820	AT4G21820.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21860	AT4G21860.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21940	AT4G21940.1	chloroplast	GO:0009507	comp	chloroplast
AT4G21990	APR3	chloroplast	GO:0009507	comp	chloroplast
AT4G22030	AT4G22030.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22370	AT4G22370.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22430	AT4G22430.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22560	AT4G22560.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22590	AT4G22590.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22650	AT4G22650.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22690	AT4G22690.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22760	AT4G22760.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22830	AT4G22830.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22920	AT4G22920.1	chloroplast	GO:0009507	comp	chloroplast
AT4G22980	AT4G22980.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23080	AT4G23080.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23100	AT4G23100.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23110	AT4G23110.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23440	AT4G23440.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23450	AT4G23450.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23493	AT4G23493.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23650	AT4G23650.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23800	AT4G23800.1	chloroplast	GO:0009507	comp	chloroplast
AT4G23940	AT4G23940.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24090	AT4G24090.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24160	AT4G24160.2	chloroplast	GO:0009507	comp	chloroplast
AT4G24390	AT4G24390.2	chloroplast	GO:0009507	comp	chloroplast
AT4G24460	AT4G24460.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24750	AT4G24750.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24770	AT4G24770.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24830	AT4G24830.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24860	AT4G24860.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24880	AT4G24880.1	chloroplast	GO:0009507	comp	chloroplast
AT4G24900	AT4G24900.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25050	AT4G25050.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25070	AT4G25070.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25100	AT4G25100.4	chloroplast	GO:0009507	comp	chloroplast
AT4G25120	AT4G25120.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25130	AT4G25130.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25160	AT4G25160.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25270	AT4G25270.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25280	AT4G25280.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25370	AT4G25370.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25520	AT4G25520.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25540	AT4G25540.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25620	AT4G25620.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25650	AT4G25650.2	chloroplast	GO:0009507	comp	chloroplast
AT4G25700	AT4G25700.2	chloroplast	GO:0009507	comp	chloroplast
AT4G25770	AT4G25770.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25840	AT4G25840.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25880	AT4G25880.3	chloroplast	GO:0009507	comp	chloroplast
AT4G25910	NFU3	chloroplast	GO:0009507	comp	chloroplast
AT4G25920	AT4G25920.1	chloroplast	GO:0009507	comp	chloroplast
AT4G25990	AT4G25990.2	chloroplast	GO:0009507	comp	chloroplast
AT4G26160	AT4G26160.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26300	AT4G26300.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26370	AT4G26370.2	chloroplast	GO:0009507	comp	chloroplast
AT4G26500	AT4G26500.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26555	AT4G26555.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26640	AT4G26640.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26660	AT4G26660.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26770	AT4G26770.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26860	AT4G26860.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26890	AT4G26890.1	chloroplast	GO:0009507	comp	chloroplast
AT4G26900	AT-HF	chloroplast	GO:0009507	comp	chloroplast
AT4G27030	AT4G27030.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27070	AT4G27070.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27280	AT4G27280.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27320	AT4G27320.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27390	AT4G27390.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27440	PORB	chloroplast	GO:0009507	comp	chloroplast
AT4G27460	AT4G27460.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27510	AT4G27510.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27600	AT4G27600.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27652	AT4G27652.1	chloroplast	GO:0009507	comp	chloroplast
AT4G27670	HSP21	chloroplast	GO:0009507	comp	chloroplast
AT4G28030	AT4G28030.2	chloroplast	GO:0009507	comp	chloroplast
AT4G28210	AT4G28210.1	chloroplast	GO:0009507	comp	chloroplast
AT4G28240	AT4G28240.1	chloroplast	GO:0009507	comp	chloroplast
AT4G28290	AT4G28290.1	chloroplast	GO:0009507	comp	chloroplast
AT4G28440	AT4G28440.1	chloroplast	GO:0009507	comp	chloroplast
AT4G28590	AT4G28590.1	chloroplast	GO:0009507	comp	chloroplast
AT4G28706	AT4G28706.3	chloroplast	GO:0009507	comp	chloroplast
AT4G29060	AT4G29060.2	chloroplast	GO:0009507	comp	chloroplast
AT4G29420	AT4G29420.1	chloroplast	GO:0009507	comp	chloroplast
AT4G29490	AT4G29490.1	chloroplast	GO:0009507	comp	chloroplast
AT4G29590	AT4G29590.1	chloroplast	GO:0009507	comp	chloroplast
AT4G29670	AT4G29670.2	chloroplast	GO:0009507	comp	chloroplast
AT4G29730	AT4G29730.1	chloroplast	GO:0009507	comp	chloroplast
AT4G29750	AT4G29750.1	chloroplast	GO:0009507	comp	chloroplast
AT4G29790	AT4G29790.1	chloroplast	GO:0009507	comp	chloroplast
AT4G29840	AT4G29840.2	chloroplast	GO:0009507	comp	chloroplast
AT4G29890	AT4G29890.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30150	AT4G30150.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30210	ATR2	chloroplast	GO:0009507	comp	chloroplast
AT4G30390	AT4G30390.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30400	AT4G30400.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30580	AT4G30580.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30620	AT4G30620.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30690	AT4G30690.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30710	AT4G30710.2	chloroplast	GO:0009507	comp	chloroplast
AT4G30720	AT4G30720.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30740	AT4G30740.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30825	AT4G30825.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30910	AT4G30910.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30920	AT4G30920.1	chloroplast	GO:0009507	comp	chloroplast
AT4G30950	FAD6	chloroplast	GO:0009507	comp	chloroplast
AT4G31040	AT4G31040.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31210	AT4G31210.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31360	AT4G31360.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31430	AT4G31430.3	chloroplast	GO:0009507	comp	chloroplast
AT4G31530	AT4G31530.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31560	AT4G31560.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31850	AT4G31850.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31870	ATGPX7	chloroplast	GO:0009507	comp	chloroplast
AT4G31890	AT4G31890.1	chloroplast	GO:0009507	comp	chloroplast
AT4G31990	ASP5	chloroplast	GO:0009507	comp	chloroplast
AT4G32020	AT4G32020.1	chloroplast	GO:0009507	comp	chloroplast
AT4G32060	AT4G32060.1	chloroplast	GO:0009507	comp	chloroplast
AT4G32190	AT4G32190.1	chloroplast	GO:0009507	comp	chloroplast
AT4G32320	AT4G32320.1	chloroplast	GO:0009507	comp	chloroplast
AT4G32520	AT4G32520.1	chloroplast	GO:0009507	comp	chloroplast
AT4G32590	AT4G32590.4	chloroplast	GO:0009507	comp	chloroplast
AT4G32640	AT4G32640.1	chloroplast	GO:0009507	comp	chloroplast
AT4G32770	VTE1	chloroplast	GO:0009507	comp	chloroplast
AT4G32915	AT4G32915.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33030	AT4G33030.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33130	AT4G33130.2	chloroplast	GO:0009507	comp	chloroplast
AT4G33140	AT4G33140.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33170	AT4G33170.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33460	AT4G33460.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33470	AT4G33470.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33480	AT4G33480.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33500	AT4G33500.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33510	AT4G33510.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33540	AT4G33540.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33560	AT4G33560.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33580	AT4G33580.2	chloroplast	GO:0009507	comp	chloroplast
AT4G33630	AT4G33630.2	chloroplast	GO:0009507	comp	chloroplast
AT4G33650	ADL2	chloroplast	GO:0009507	comp	chloroplast
AT4G33660	AT4G33660.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33666	AT4G33666.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33680	AGD2	chloroplast	GO:0009507	comp	chloroplast
AT4G33760	AT4G33760.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33780	AT4G33780.1	chloroplast	GO:0009507	comp	chloroplast
AT4G33800	AT4G33800.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34020	AT4G34020.2	chloroplast	GO:0009507	comp	chloroplast
AT4G34090	AT4G34090.2	chloroplast	GO:0009507	comp	chloroplast
AT4G34100	AT4G34100.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34120	AT4G34120.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34265	AT4G34265.2	chloroplast	GO:0009507	comp	chloroplast
AT4G34290	AT4G34290.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34440	AT4G34440.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34590	AT4G34590.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34730	AT4G34730.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34740	AT4G34740.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34830	AT4G34830.1	chloroplast	GO:0009507	comp	chloroplast
AT4G34930	AT4G34930.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35130	AT4G35130.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35170	AT4G35170.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35200	AT4G35200.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35210	AT4G35210.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35250	AT4G35250.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35280	AT4G35280.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35320	AT4G35320.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35450	AT4G35450.2	chloroplast	GO:0009507	comp	chloroplast
AT4G35460	AT4G35460.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35510	AT4G35510.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35600	AT4G35600.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35630	PSAT	chloroplast	GO:0009507	comp	chloroplast
AT4G35660	AT4G35660.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35680	AT4G35680.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35690	AT4G35690.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35710	AT4G35710.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35760	AT4G35760.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35770	AT4G35770.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35890	AT4G35890.1	chloroplast	GO:0009507	comp	chloroplast
AT4G35985	AT4G35985.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36040	AT4G36040.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36070	AT4G36070.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36150	AT4G36150.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36220	AT4G36220.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36390	AT4G36390.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36490	AT4G36490.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36530	AT4G36530.2	chloroplast	GO:0009507	comp	chloroplast
AT4G36580	AT4G36580.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36810	GGPS1	chloroplast	GO:0009507	comp	chloroplast
AT4G36910	AT4G36910.1	chloroplast	GO:0009507	comp	chloroplast
AT4G36970	AT4G36970.1	chloroplast	GO:0009507	comp	chloroplast
AT4G37000	ACD2	chloroplast	GO:0009507	comp	chloroplast
AT4G37040	MAP1D	chloroplast	GO:0009507	comp	chloroplast
AT4G37130	AT4G37130.1	chloroplast	GO:0009507	comp	chloroplast
AT4G37340	AT4G37340.1	chloroplast	GO:0009507	comp	chloroplast
AT4G37380	AT4G37380.1	chloroplast	GO:0009507	comp	chloroplast
AT4G37510	AT4G37510.1	chloroplast	GO:0009507	comp	chloroplast
AT4G37670	AT4G37670.2	chloroplast	GO:0009507	comp	chloroplast
AT4G37710	AT4G37710.1	chloroplast	GO:0009507	comp	chloroplast
AT4G37840	AT4G37840.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38000	AT4G38000.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38150	AT4G38150.2	chloroplast	GO:0009507	comp	chloroplast
AT4G38190	AT4G38190.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38225	AT4G38225.2	chloroplast	GO:0009507	comp	chloroplast
AT4G38380	AT4G38380.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38440	AT4G38440.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38460	AT4G38460.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38550	AT4G38550.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38600	AT4G38600.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38670	AT4G38670.1	chloroplast	GO:0009507	comp	chloroplast
AT4G38880	AT4G38880.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39040	AT4G39040.2	chloroplast	GO:0009507	comp	chloroplast
AT4G39120	AT4G39120.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39140	AT4G39140.4	chloroplast	GO:0009507	comp	chloroplast
AT4G39300	AT4G39300.2	chloroplast	GO:0009507	comp	chloroplast
AT4G39410	AT4G39410.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39550	AT4G39550.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39570	AT4G39570.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39590	AT4G39590.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39610	AT4G39610.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39620	AT4G39620.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39753	AT4G39753.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39950	CYP79B2	chloroplast	GO:0009507	comp	chloroplast
AT4G39970	AT4G39970.1	chloroplast	GO:0009507	comp	chloroplast
AT4G39980	AT4G39980.1	chloroplast	GO:0009507	comp	chloroplast
AT4G40030	AT4G40030.1	chloroplast	GO:0009507	comp	chloroplast
AT4G40040	AT4G40040.2	chloroplast	GO:0009507	comp	chloroplast
AT4G40080	AT4G40080.1	chloroplast	GO:0009507	comp	chloroplast
AT4G13670	AT4G13670.1	plastid chromosome	GO:0009508	comp	other intracellular components
AT4G20010	AT4G20010.1	plastid chromosome	GO:0009508	comp	other intracellular components
AT4G20130	AT4G20130.1	plastid chromosome	GO:0009508	comp	other intracellular components
AT4G03280	PETC	cytochrome b6f complex	GO:0009512	comp	other intracellular components
AT4G36810	GGPS1	etioplast	GO:0009513	comp	plastid
AT4G10340	LHCB5	PSII associated light-harvesting complex II	GO:0009517	comp	other intracellular components
AT4G02570	ATCUL1	phragmoplast	GO:0009524	comp	other intracellular components
AT4G14350	AT4G14350.1	phragmoplast	GO:0009524	comp	other intracellular components
AT4G21270	ATK1	phragmoplast	GO:0009524	comp	other intracellular components
AT4G16160	AT4G16160.1	plastid outer membrane	GO:0009527	comp	other intracellular components
AT4G24280	AT4G24280.1	plastid stroma	GO:0009532	comp	other intracellular components
AT4G10340	LHCB5	chloroplast stromal thylakoid	GO:0009533	comp	other intracellular components
AT4G01050	AT4G01050.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G01150	AT4G01150.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G02530	AT4G02530.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G02770	AT4G02770.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G03280	AT4G03280.2	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G04020	AT4G04020.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G04640	AT4G04640.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G05180	AT4G05180.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G09010	AT4G09010.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G09650	AT4G09650.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G10340	AT4G10340.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G11960	AT4G11960.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G12800	AT4G12800.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT4G13010	AT4G13010.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
