Transcript	SoyDB
Glyma19g35080.1	GARP-G2-like
Glyma19g43690.1	GARP-G2-like
Glyma19g43690.2	GARP-G2-like
Glyma19g43690.3	GARP-G2-like
Glyma19g43690.4	GARP-G2-like
Glyma20g01260.1	GARP-G2-like
Glyma20g01260.2	GARP-G2-like
Glyma20g04630.1	GARP-G2-like
Glyma20g24290.1	GARP-G2-like
Glyma20g32770.1	GARP-G2-like
Glyma20g32770.2	GARP-G2-like
Glyma20g33540.1	GARP-G2-like
Glyma01g32720.1	ND
Glyma01g35890.1	ND
Glyma03g40520.1	ND
Glyma05g12310.1	ND
Glyma05g14460.1	ND
Glyma07g19780.1	ND
Glyma10g30160.1	ND
Glyma10g30180.1	ND
Glyma12g12500.1	ND
Glyma13g32440.1	ND
Glyma15g06890.1	ND
Glyma15g19480.1	ND
Glyma15g41190.1	ND
Glyma17g20100.1	ND
Glyma19g43180.1	ND
Glyma20g37220.1	ND
Glyma20g37240.1	ND
Glyma01g18100.1	GRAS
Glyma01g33250.1	GRAS
Glyma01g33270.1	GRAS
Glyma01g38360.1	GRAS
Glyma01g40180.1	GRAS
Glyma01g43620.1	GRAS
Glyma02g01530.1	GRAS
Glyma02g02960.1	GRAS
Glyma02g06530.1	GRAS
Glyma02g08240.1	GRAS
Glyma02g46730.1	GRAS
Glyma02g47640.1	GRAS
Glyma02g47640.2	GRAS
Glyma03g03760.1	GRAS
Glyma03g06530.1	GRAS
Glyma03g10320.1	GRAS
Glyma03g10320.2	GRAS
Glyma03g37850.1	GRAS
Glyma04g21340.1	GRAS
Glyma04g28490.1	GRAS
Glyma04g42090.1	GRAS
Glyma04g43090.1	GRAS
Glyma05g03020.1	GRAS
Glyma05g03490.1	GRAS
Glyma05g03490.2	GRAS
Glyma05g22140.1	GRAS
Glyma05g22460.1	GRAS
Glyma05g27190.1	GRAS
Glyma06g11610.1	GRAS
Glyma06g12700.1	GRAS
Glyma06g23940.1	GRAS
Glyma06g41500.1	GRAS
Glyma06g41500.2	GRAS
Glyma07g04430.1	GRAS
Glyma07g15950.1	GRAS
Glyma07g18950.1	GRAS
Glyma07g39650.1	GRAS
Glyma07g39650.2	GRAS
Glyma08g10140.1	GRAS
Glyma08g15530.1	GRAS
Glyma08g25800.1	GRAS
Glyma08g43780.1	GRAS
Glyma09g01440.1	GRAS
Glyma09g04110.1	GRAS
Glyma09g22220.1	GRAS
Glyma09g24740.1	GRAS
Glyma09g40620.1	GRAS
Glyma10g01570.1	GRAS
Glyma10g04420.1	GRAS
Glyma10g22830.1	GRAS
Glyma10g33380.1	GRAS
Glyma10g35920.1	GRAS
Glyma10g37640.1	GRAS
Glyma11g01850.1	GRAS
Glyma11g05110.1	GRAS
Glyma11g06980.1	GRAS
Glyma11g09760.1	GRAS
Glyma11g10170.1	GRAS
Glyma11g10170.2	GRAS
Glyma11g10220.1	GRAS
Glyma11g14670.1	GRAS
Glyma11g14680.1	GRAS
Glyma11g14700.1	GRAS
Glyma11g14710.1	GRAS
Glyma11g14720.1	GRAS
Glyma11g14720.2	GRAS
Glyma11g14740.1	GRAS
Glyma11g14750.1	GRAS
Glyma11g17490.1	GRAS
Glyma11g20980.1	GRAS
Glyma11g20990.1	GRAS
Glyma11g33720.1	GRAS
Glyma12g01470.1	GRAS
Glyma12g02060.1	GRAS
Glyma12g02490.1	GRAS
Glyma12g02490.2	GRAS
Glyma12g02530.1	GRAS
Glyma12g06630.1	GRAS
Glyma12g06640.1	GRAS
Glyma12g06650.1	GRAS
Glyma12g06660.1	GRAS
Glyma12g06670.1	GRAS
Glyma12g16750.1	GRAS
Glyma12g32350.1	GRAS
Glyma12g34420.1	GRAS
Glyma13g02840.1	GRAS
Glyma13g09220.1	GRAS
Glyma13g18680.1	GRAS
Glyma13g36120.1	GRAS
Glyma13g38080.1	GRAS
Glyma13g41220.1	GRAS
Glyma13g41230.1	GRAS
Glyma13g41240.1	GRAS
Glyma13g41260.1	GRAS
Glyma13g42100.1	GRAS
Glyma14g01020.1	GRAS
Glyma14g01960.1	GRAS
Glyma14g27290.1	GRAS
Glyma15g03290.1	GRAS
Glyma15g04160.1	GRAS
Glyma15g04170.1	GRAS
Glyma15g04170.2	GRAS
Glyma15g04190.1	GRAS
Glyma15g04190.2	GRAS
Glyma15g12320.1	GRAS
Glyma15g15110.1	GRAS
Glyma15g28410.1	GRAS
Glyma16g01020.1	GRAS
Glyma16g05750.1	GRAS
Glyma16g25570.1	GRAS
Glyma16g27310.1	GRAS
Glyma16g29900.1	GRAS
Glyma17g01150.1	GRAS
Glyma17g13680.1	GRAS
Glyma17g14030.1	GRAS
Glyma17g17400.1	GRAS
Glyma17g17710.1	GRAS
Glyma18g04500.1	GRAS
Glyma18g09030.1	GRAS
Glyma18g39920.1	GRAS
Glyma18g43580.1	GRAS
Glyma18g45220.1	GRAS
Glyma19g26740.1	GRAS
Glyma19g40440.1	GRAS
Glyma20g30150.1	GRAS
Glyma20g31680.1	GRAS
Glyma20g34260.1	GRAS
Glyma02g05430.1	ARID
Glyma19g27980.1	C2H2
Glyma13g26150.1	GeBP
Glyma13g26150.2	GeBP
Glyma13g26150.3	GeBP
Glyma07g25680.1	HRT-like
Glyma19g28010.1	HSF
Glyma15g36910.1	ND
Glyma16g23850.1	ZF-TAZ
Glyma06g16140.1	ZF-HD
Glyma15g04700.1	ABI3-VP1
Glyma04g07230.1	AP2-EREBP
Glyma18g09250.1	AS2
Glyma03g36970.1	bHLH
Glyma15g04700.2	C2C2-CO-like
Glyma07g11850.1	C2C2-GATA
Glyma19g39620.1	FHA
Glyma0041s00350.1	HB
Glyma0041s00360.1	HB
Glyma01g01850.1	HB
Glyma01g03450.1	HB
Glyma01g04890.1	HB
Glyma01g04890.2	HB
Glyma01g05230.1	HB
Glyma01g05230.2	HB
Glyma01g06400.1	HB
Glyma01g25710.1	HB
Glyma01g37190.1	HB
Glyma01g38390.1	HB
Glyma01g38650.1	HB
Glyma01g38650.2	HB
Glyma01g40450.1	HB
Glyma01g42410.1	HB
Glyma01g45070.1	HB
Glyma02g02290.1	HB
Glyma02g02290.2	HB
Glyma02g02290.3	HB
Glyma02g02630.1	HB
Glyma02g04190.1	HB
Glyma02g06560.1	HB
Glyma02g06730.1	HB
Glyma02g10410.1	HB
Glyma02g10410.2	HB
Glyma02g13500.1	HB
Glyma02g28500.1	HB
Glyma02g28860.1	HB
Glyma02g31950.1	HB
Glyma02g34800.1	HB
Glyma02g35450.1	HB
Glyma02g35450.2	HB
Glyma02g35450.3	HB
Glyma02g42200.1	HB
Glyma02g43760.1	HB
Glyma02g44910.1	HB
Glyma03g01000.1	HB
Glyma03g01860.1	HB
Glyma03g17400.1	HB
Glyma03g24810.1	HB
Glyma03g26700.1	HB
Glyma03g30200.1	HB
Glyma03g34710.1	HB
Glyma03g36070.1	HB
Glyma03g39040.1	HB
Glyma04g01150.1	HB
Glyma04g01830.1	HB
Glyma04g03160.1	HB
Glyma04g04310.1	HB
Glyma04g05200.1	HB
Glyma04g05210.1	HB
Glyma04g05360.1	HB
Glyma04g06810.1	HB
Glyma04g06810.2	HB
Glyma04g15260.1	HB
Glyma04g34340.1	HB
Glyma04g35850.1	HB
Glyma04g40960.1	HB
Glyma05g01390.1	HB
Glyma05g03650.1	HB
Glyma05g04990.1	HB
Glyma05g04990.2	HB
Glyma05g23150.1	HB
Glyma05g30000.1	HB
Glyma05g30940.1	HB
Glyma05g30940.2	HB
Glyma05g33520.1	HB
Glyma05g33850.1	HB
Glyma05g37550.1	HB
Glyma05g37550.2	HB
Glyma06g01190.1	HB
Glyma06g01190.2	HB
Glyma06g01940.1	HB
Glyma06g03200.1	HB
Glyma06g03210.1	HB
Glyma06g04470.1	HB
Glyma06g04470.2	HB
Glyma06g05430.1	HB
Glyma06g06890.1	HB
Glyma06g06890.2	HB
Glyma06g09100.1	HB
Glyma06g13890.1	HB
Glyma06g20230.1	HB
Glyma06g30390.1	HB
Glyma06g35050.1	HB
Glyma06g35560.1	HB
Glyma06g44290.1	HB
Glyma06g46000.1	HB
Glyma07g01940.1	HB
Glyma07g01940.3	HB
Glyma07g01950.1	HB
Glyma07g02220.1	HB
Glyma07g05800.1	HB
Glyma07g08340.1	HB
Glyma07g11370.1	HB
Glyma07g14080.1	HB
Glyma07g14270.1	HB
Glyma07g15710.1	HB
Glyma07g24560.1	HB
Glyma07g32180.1	HB
Glyma07g32430.1	HB
Glyma07g34230.1	HB
Glyma07g34420.1	HB
Glyma07g39350.1	HB
Glyma08g02020.1	HB
Glyma08g05830.1	HB
Glyma08g06190.1	HB
Glyma08g09440.1	HB
Glyma08g13110.1	HB
Glyma08g13110.2	HB
Glyma08g14130.1	HB
Glyma08g14130.2	HB
Glyma08g15780.1	HB
Glyma08g21610.1	HB
Glyma08g21620.1	HB
Glyma08g21620.2	HB
Glyma08g21890.1	HB
Glyma08g26550.1	HB
Glyma08g38930.1	HB
Glyma08g39170.1	HB
Glyma08g40710.1	HB
Glyma08g40970.1	HB
Glyma08g41330.1	HB
Glyma09g01000.1	HB
Glyma09g02750.1	HB
Glyma09g02990.1	HB
Glyma09g03000.1	HB
Glyma09g06730.1	HB
Glyma09g07050.1	HB
Glyma09g12820.1	HB
Glyma09g16790.1	HB
Glyma09g26600.1	HB
Glyma09g29810.1	HB
Glyma09g30830.1	HB
Glyma09g34070.1	HB
Glyma09g37410.1	HB
Glyma09g37680.1	HB
Glyma09g40130.1	HB
Glyma10g07440.1	HB
Glyma10g08030.1	HB
Glyma10g10040.1	HB
Glyma10g28820.1	HB
Glyma10g38280.1	HB
Glyma10g39720.1	HB
Glyma10g39720.2	HB
Glyma10g40640.1	HB
Glyma10g40640.2	HB
Glyma10g43580.1	HB
Glyma11g00570.1	HB
Glyma11g02450.1	HB
Glyma11g02960.1	HB
Glyma11g03850.1	HB
Glyma11g04840.1	HB
Glyma11g06640.1	HB
Glyma11g06940.1	HB
Glyma11g08090.1	HB
Glyma11g14940.1	HB
Glyma11g18270.1	HB
Glyma11g20240.1	HB
Glyma11g20240.2	HB
Glyma11g20520.1	HB
Glyma11g34990.1	HB
Glyma11g37920.1	HB
Glyma11g37920.2	HB
Glyma11g37920.3	HB
Glyma12g06890.1	HB
Glyma12g08080.1	HB
Glyma12g08270.1	HB
Glyma12g10030.1	HB
Glyma12g10710.1	HB
Glyma12g18490.1	HB
Glyma12g18720.1	HB
Glyma12g29990.1	HB
Glyma12g31480.1	HB
Glyma12g31480.2	HB
Glyma12g32050.1	HB
Glyma13g00310.1	HB
Glyma13g05270.1	HB
Glyma13g21330.1	HB
Glyma13g21860.1	HB
Glyma13g22530.1	HB
Glyma13g22530.2	HB
Glyma13g23890.1	HB
Glyma13g23890.2	HB
Glyma13g24150.1	HB
Glyma13g24370.1	HB
Glyma13g26900.1	HB
Glyma13g30860.1	HB
Glyma13g38430.1	HB
Glyma13g38910.1	HB
Glyma13g39900.1	HB
Glyma13g41000.1	HB
Glyma13g43350.1	HB
Glyma13g43350.2	HB
Glyma13g43350.3	HB
Glyma14g03850.1	HB
Glyma14g05150.1	HB
Glyma14g07710.1	HB
Glyma14g07710.2	HB
Glyma14g09310.1	HB
Glyma14g09310.2	HB
Glyma14g10370.1	HB
Glyma14g10430.1	HB
Glyma14g13750.1	HB
Glyma14g13750.2	HB
Glyma15g01960.1	HB
Glyma15g01960.2	HB
Glyma15g01960.3	HB
Glyma15g04460.1	HB
Glyma15g11850.1	HB
Glyma15g13640.1	HB
Glyma15g13950.1	HB
Glyma15g17970.1	HB
Glyma15g18320.1	HB
Glyma15g18530.1	HB
Glyma15g24350.1	HB
Glyma15g42380.1	HB
Glyma16g02390.1	HB
Glyma16g25770.1	HB
Glyma16g32130.1	HB
Glyma16g34350.1	HB
Glyma17g01370.1	HB
Glyma17g06380.1	HB
Glyma17g06690.1	HB
Glyma17g10490.1	HB
Glyma17g11330.1	HB
Glyma17g11330.2	HB
Glyma17g11330.3	HB
Glyma17g14180.1	HB
Glyma17g15380.1	HB
Glyma17g16930.1	HB
Glyma17g16930.2	HB
Glyma17g32980.1	HB
Glyma17g32980.2	HB
Glyma17g34810.1	HB
Glyma17g35880.1	HB
Glyma17g37260.1	HB
Glyma18g01830.1	HB
Glyma18g03350.1	HB
Glyma18g14910.1	HB
Glyma18g15970.1	HB
Glyma18g16390.1	HB
Glyma18g20430.1	HB
Glyma18g20460.1	HB
Glyma18g29120.1	HB
Glyma18g39520.1	HB
Glyma18g41280.1	HB
Glyma18g45970.1	HB
Glyma18g48880.1	HB
Glyma18g49290.1	HB
Glyma18g52490.1	HB
Glyma19g01300.1	HB
Glyma19g02490.1	HB
Glyma19g29660.1	HB
Glyma19g33100.1	HB
Glyma19g37380.1	HB
Glyma19g38690.1	HB
Glyma19g41610.1	HB
Glyma19g41610.2	HB
Glyma19g41610.3	HB
Glyma19g44800.1	HB
Glyma20g01770.1	HB
Glyma20g02160.1	HB
Glyma20g22970.1	HB
Glyma20g22980.1	HB
Glyma20g23220.1	HB
Glyma20g26700.1	HB
Glyma20g28010.1	HB
Glyma20g29580.1	HB
Glyma06g07330.1	PHD
Glyma09g30330.1	ZIM
Glyma20g38760.1	ARID
Glyma01g07470.1	HMG
Glyma01g28820.1	HMG
Glyma01g28820.2	HMG
Glyma01g28820.3	HMG
Glyma01g28820.4	HMG
Glyma01g28820.5	HMG
Glyma01g28820.6	HMG
Glyma01g33240.1	HMG
Glyma03g03780.1	HMG
Glyma03g08270.1	HMG
Glyma03g08270.2	HMG
Glyma03g08270.3	HMG
Glyma03g08270.4	HMG
Glyma03g08270.5	HMG
Glyma03g08270.6	HMG
Glyma04g01840.1	HMG
Glyma04g01840.2	HMG
Glyma04g01840.3	HMG
Glyma04g01840.4	HMG
Glyma04g01840.5	HMG
Glyma04g01840.6	HMG
Glyma04g01840.7	HMG
Glyma04g01840.8	HMG
Glyma05g25070.1	HMG
Glyma05g25900.1	HMG
Glyma05g37010.1	HMG
Glyma06g01970.1	HMG
Glyma06g01970.2	HMG
Glyma06g01970.3	HMG
Glyma06g01970.4	HMG
Glyma06g36940.1	HMG
Glyma08g02550.1	HMG
Glyma08g08840.1	HMG
Glyma09g33070.1	HMG
Glyma10g27730.1	HMG
Glyma10g43440.1	HMG
Glyma13g05140.1	HMG
Glyma15g29590.1	HMG
Glyma16g22060.1	HMG
Glyma16g22060.2	HMG
Glyma16g22060.3	HMG
Glyma16g22060.4	HMG
Glyma16g22060.5	HMG
Glyma20g01570.1	HMG
Glyma20g23370.1	HMG
Glyma07g15450.1	ND
Glyma03g34900.1	HSF
Glyma05g20460.1	HSF
Glyma06g36560.1	HSF
Glyma10g00560.1	HSF
Glyma11g01190.1	HSF
Glyma11g06010.1	HSF
Glyma16g13400.1	HSF
Glyma16g19500.1	HSF
Glyma17g35980.1	HSF
Glyma19g26460.1	HSF
Glyma19g31940.1	HSF
Glyma19g31940.2	HSF
Glyma01g01990.1	ND
Glyma01g22910.1	ND
Glyma01g34490.1	ND
Glyma01g39260.1	ND
Glyma01g42640.1	ND
Glyma01g44330.1	ND
Glyma02g44670.1	ND
Glyma03g29190.1	ND
Glyma03g31380.1	ND
Glyma04g04200.1	ND
Glyma04g05500.1	ND
Glyma04g05500.2	ND
Glyma05g28460.1	ND
Glyma05g29470.1	ND
Glyma05g34450.1	ND
Glyma05g34450.2	ND
Glyma06g04390.1	ND
Glyma07g09510.1	ND
Glyma07g36370.1	ND
Glyma08g05220.1	ND
Glyma08g05220.2	ND
Glyma08g05220.3	ND
Glyma08g11460.1	ND
Glyma08g12630.1	ND
Glyma09g26510.1	ND
Glyma09g32300.1	ND
Glyma09g33920.1	ND
Glyma10g03530.1	ND
Glyma10g07620.1	ND
Glyma10g09460.1	ND
Glyma10g38240.1	ND
Glyma10g38930.1	ND
Glyma11g02800.1	ND
Glyma11g02800.2	ND
Glyma11g33630.1	ND
Glyma13g16510.1	ND
Glyma13g21490.1	ND
Glyma13g24860.1	ND
Glyma13g29760.1	ND
Glyma14g04070.1	ND
Glyma14g09190.1	ND
Glyma14g11030.1	ND
Glyma15g09280.1	ND
Glyma16g32070.1	ND
Glyma17g06160.1	ND
Glyma17g20070.1	ND
Glyma17g34540.1	ND
Glyma18g14700.1	ND
Glyma19g34210.1	ND
Glyma19g37580.1	ND
Glyma20g08250.1	ND
Glyma20g28870.1	ND
Glyma20g29610.1	ND
Glyma01g01860.1	JUMONJI
Glyma01g42890.1	JUMONJI
Glyma02g30340.1	JUMONJI
Glyma03g06610.1	JUMONJI
Glyma03g32100.1	JUMONJI
Glyma03g36360.1	JUMONJI
Glyma04g35940.1	JUMONJI
Glyma04g36620.1	JUMONJI
Glyma04g36630.1	JUMONJI
Glyma05g03950.1	JUMONJI
Glyma05g30470.1	JUMONJI
Glyma06g10660.1	JUMONJI
Glyma06g10660.2	JUMONJI
Glyma06g18290.1	JUMONJI
Glyma06g18300.1	JUMONJI
Glyma06g19010.1	JUMONJI
Glyma07g30840.1	JUMONJI
Glyma07g31750.1	JUMONJI
Glyma07g39310.1	JUMONJI
Glyma08g06460.1	JUMONJI
Glyma08g13610.1	JUMONJI
Glyma09g00530.1	JUMONJI
Glyma09g00930.1	JUMONJI
Glyma09g09970.1	JUMONJI
Glyma09g34040.1	JUMONJI
Glyma09g42040.1	JUMONJI
Glyma10g03550.1	JUMONJI
Glyma10g29370.1	JUMONJI
Glyma10g29370.2	JUMONJI
Glyma10g31510.1	JUMONJI
Glyma10g33540.1	JUMONJI
Glyma10g35350.1	JUMONJI
Glyma10g43080.1	JUMONJI
Glyma11g02580.2	JUMONJI
Glyma11g13910.1	JUMONJI
Glyma12g05890.1	JUMONJI
Glyma13g15150.1	JUMONJI
Glyma13g32110.1	JUMONJI
Glyma14g25920.1	JUMONJI
Glyma15g07210.1	JUMONJI
Glyma15g11770.1	JUMONJI
Glyma15g22050.1	JUMONJI
Glyma17g01410.1	JUMONJI
Glyma19g12000.1	JUMONJI
Glyma19g14700.1	JUMONJI
Glyma19g34870.1	JUMONJI
Glyma19g39010.1	JUMONJI
Glyma20g00440.1	JUMONJI
Glyma20g03050.1	JUMONJI
Glyma20g23860.1	JUMONJI
Glyma20g32160.1	JUMONJI
Glyma20g36070.1	JUMONJI
Glyma20g37910.1	JUMONJI
Glyma11g02580.1	PHD
Glyma04g37900.1	LFY
Glyma06g17170.1	LFY
Glyma03g07170.1	ZF-HD
Glyma01g38640.1	LIM
Glyma01g38640.2	LIM
Glyma01g38640.3	LIM
Glyma02g06720.1	LIM
Glyma02g06720.2	LIM
Glyma02g41920.1	LIM
Glyma02g42100.1	LIM
Glyma03g01590.1	LIM
Glyma04g04880.1	LIM
Glyma04g35060.1	LIM
Glyma05g01870.1	LIM
Glyma05g38000.1	LIM
Glyma06g04980.1	LIM
Glyma06g04980.2	LIM
Glyma06g19680.1	LIM
Glyma07g08020.1	LIM
Glyma08g01580.1	LIM
Glyma09g39740.1	LIM
Glyma10g12890.1	LIM
Glyma10g40270.1	LIM
Glyma11g06650.1	LIM
Glyma11g34560.1	LIM
Glyma11g34830.1	LIM
Glyma11g34830.2	LIM
Glyma11g34830.3	LIM
Glyma11g34830.4	LIM
Glyma11g34830.5	LIM
Glyma12g19010.1	LIM
Glyma14g06800.1	LIM
Glyma14g06800.2	LIM
Glyma14g07060.1	LIM
Glyma14g08450.1	LIM
Glyma14g09880.1	LIM
Glyma16g25750.1	LIM
Glyma17g10030.1	LIM
Glyma17g35290.1	LIM
Glyma17g36620.1	LIM
Glyma18g03490.1	LIM
Glyma18g03810.1	LIM
Glyma18g46460.1	LIM
Glyma20g21400.1	LIM
Glyma04g07460.1	ND
Glyma05g08110.1	ND
Glyma06g07580.1	ND
Glyma08g46910.1	ND
Glyma08g46910.2	ND
Glyma10g18620.1	ND
Glyma14g16040.1	ND
Glyma17g12900.1	ND
Glyma17g30910.1	ND
Glyma18g36890.1	ND
Glyma01g02530.1	MADS
Glyma01g02880.1	MADS
Glyma01g06020.1	MADS
Glyma01g08130.1	MADS
Glyma01g08150.1	MADS
Glyma01g17880.1	MADS
Glyma01g37470.1	MADS
Glyma01g37470.2	MADS
Glyma01g42110.1	MADS
Glyma02g04710.1	MADS
Glyma02g04710.2	MADS
Glyma02g04710.3	MADS
Glyma02g12130.1	MADS
Glyma02g13390.1	MADS
Glyma02g13420.1	MADS
Glyma02g16160.1	MADS
Glyma02g30990.1	MADS
Glyma02g33040.1	MADS
Glyma02g33850.1	MADS
Glyma02g34250.1	MADS
Glyma02g34460.1	MADS
Glyma02g35050.1	MADS
Glyma02g35080.1	MADS
Glyma02g38090.1	MADS
Glyma02g45730.1	MADS
Glyma02g45730.2	MADS
Glyma02g45730.3	MADS
Glyma03g02180.1	MADS
Glyma03g02210.1	MADS
Glyma03g13570.1	MADS
Glyma03g19880.1	MADS
Glyma03g26260.1	MADS
Glyma03g36160.1	MADS
Glyma04g02980.1	MADS
Glyma04g04640.1	MADS
Glyma04g10020.1	MADS
Glyma04g31810.1	MADS
Glyma04g42420.1	MADS
Glyma04g42420.2	MADS
Glyma04g43640.1	MADS
Glyma04g43640.2	MADS
Glyma04g43640.3	MADS
Glyma05g00960.1	MADS
Glyma05g03660.1	MADS
Glyma05g03660.2	MADS
Glyma05g03660.3	MADS
Glyma05g03660.4	MADS
Glyma05g03660.5	MADS
Glyma05g03660.6	MADS
Glyma05g07350.1	MADS
Glyma05g07380.1	MADS
Glyma05g25930.1	MADS
Glyma05g27100.1	MADS
Glyma05g27730.1	MADS
Glyma05g28130.1	MADS
Glyma05g28130.2	MADS
Glyma05g28130.3	MADS
Glyma05g28130.4	MADS
Glyma05g28140.1	MADS
Glyma05g28140.2	MADS
Glyma05g29590.1	MADS
Glyma05g35810.1	MADS
Glyma05g35820.1	MADS
Glyma06g02990.1	MADS
Glyma06g10020.1	MADS
Glyma06g10020.2	MADS
Glyma06g12380.1	MADS
Glyma06g22650.1	MADS
Glyma06g48270.1	MADS
Glyma06g48270.2	MADS
Glyma06g48270.3	MADS
Glyma07g03400.1	MADS
Glyma07g05000.1	MADS
Glyma07g05020.1	MADS
Glyma07g05060.1	MADS
Glyma07g08820.1	MADS
Glyma07g08890.1	MADS
Glyma07g30040.1	MADS
Glyma07g35610.1	MADS
Glyma08g03790.1	MADS
Glyma08g03820.1	MADS
Glyma08g03830.1	MADS
Glyma08g06980.1	MADS
Glyma08g07000.1	MADS
Glyma08g07260.1	MADS
Glyma08g07260.2	MADS
Glyma08g07260.3	MADS
Glyma08g08870.1	MADS
Glyma08g10080.1	MADS
Glyma08g10110.1	MADS
Glyma08g11110.1	MADS
Glyma08g11120.1	MADS
Glyma08g12730.1	MADS
Glyma08g22700.1	MADS
Glyma08g27670.1	MADS
Glyma08g27680.1	MADS
Glyma08g27680.2	MADS
Glyma08g36380.1	MADS
Glyma08g38400.1	MADS
Glyma08g38880.1	MADS
Glyma08g42300.1	MADS
Glyma08g42300.2	MADS
Glyma08g42300.3	MADS
Glyma09g11550.1	MADS
Glyma09g27450.1	MADS
Glyma09g33450.1	MADS
Glyma09g36590.1	MADS
Glyma09g40230.1	MADS
Glyma09g40230.2	MADS
Glyma09g40250.1	MADS
Glyma09g42060.1	MADS
Glyma10g10300.1	MADS
Glyma10g10610.1	MADS
Glyma10g10640.1	MADS
Glyma10g10690.1	MADS
Glyma10g10770.1	MADS
Glyma10g10840.1	MADS
Glyma10g10860.1	MADS
Glyma10g10900.1	MADS
Glyma10g10920.1	MADS
Glyma10g10930.1	MADS
Glyma10g11450.1	MADS
Glyma10g12330.1	MADS
Glyma10g28320.1	MADS
Glyma10g38540.1	MADS
Glyma10g38580.1	MADS
Glyma10g40060.1	MADS
Glyma10g40070.1	MADS
Glyma10g40080.1	MADS
Glyma11g03260.1	MADS
Glyma11g07820.1	MADS
Glyma11g07820.2	MADS
Glyma11g16110.1	MADS
Glyma11g17810.1	MADS
Glyma11g19770.1	MADS
Glyma11g21300.1	MADS
Glyma11g26120.1	MADS
Glyma11g30490.1	MADS
Glyma11g30500.1	MADS
Glyma11g30620.1	MADS
Glyma11g30630.1	MADS
Glyma11g30640.1	MADS
Glyma11g30690.1	MADS
Glyma11g33460.1	MADS
Glyma11g36890.1	MADS
Glyma11g36890.2	MADS
Glyma11g36890.3	MADS
Glyma12g00770.1	MADS
Glyma12g13560.1	MADS
Glyma12g17720.1	MADS
Glyma13g02170.1	MADS
Glyma13g06730.1	MADS
Glyma13g06730.2	MADS
Glyma13g06800.1	MADS
Glyma13g07720.1	MADS
Glyma13g09660.1	MADS
Glyma13g29510.1	MADS
Glyma13g32810.1	MADS
Glyma13g32810.2	MADS
Glyma13g32810.3	MADS
Glyma13g33030.1	MADS
Glyma13g33050.1	MADS
Glyma13g39020.1	MADS
Glyma14g03100.1	MADS
Glyma14g03100.2	MADS
Glyma14g24590.1	MADS
Glyma14g24720.1	MADS
Glyma14g34090.1	MADS
Glyma14g34160.1	MADS
Glyma14g36220.1	MADS
Glyma15g06300.1	MADS
Glyma15g06320.1	MADS
Glyma15g06470.1	MADS
Glyma15g09500.1	MADS
Glyma15g23350.1	MADS
Glyma15g23610.1	MADS
Glyma16g01540.1	MADS
Glyma16g13070.1	MADS
Glyma16g17450.1	MADS
Glyma16g32540.1	MADS
Glyma17g01770.1	MADS
Glyma17g08860.1	MADS
Glyma17g08890.1	MADS
Glyma17g10940.1	MADS
Glyma17g14190.1	MADS
Glyma18g00800.1	MADS
Glyma18g04760.1	MADS
Glyma18g05920.1	MADS
Glyma18g05930.1	MADS
Glyma18g05960.1	MADS
Glyma18g05980.1	MADS
Glyma18g05990.1	MADS
Glyma18g06000.1	MADS
Glyma18g06010.1	MADS
Glyma18g06040.1	MADS
Glyma18g12590.1	MADS
Glyma18g20830.1	MADS
Glyma18g33910.1	MADS
Glyma18g36270.1	MADS
Glyma18g45760.1	MADS
Glyma18g45780.1	MADS
Glyma18g50900.1	MADS
Glyma18g50910.1	MADS
Glyma19g04320.1	MADS
Glyma19g04320.2	MADS
Glyma19g04330.1	MADS
Glyma19g06150.1	MADS
Glyma19g06500.1	MADS
Glyma19g06510.1	MADS
Glyma19g07170.1	MADS
Glyma20g00400.1	MADS
Glyma20g04500.1	MADS
Glyma20g12940.1	MADS
Glyma20g27320.1	MADS
Glyma20g27330.1	MADS
Glyma20g27340.1	MADS
Glyma20g27350.1	MADS
Glyma20g27360.1	MADS
Glyma20g29250.1	MADS
Glyma20g29300.1	MADS
Glyma06g42890.1	MBF1
Glyma06g42900.1	MBF1
Glyma12g15420.1	MBF1
Glyma0041s00310.1	MYB
Glyma01g00810.1	MYB
Glyma01g02070.1	MYB
Glyma01g05980.1	MYB
Glyma01g06190.1	MYB
Glyma01g06220.1	MYB
Glyma01g09280.1	MYB
Glyma01g26650.1	MYB
Glyma01g39740.1	MYB
Glyma01g40410.1	MYB
Glyma01g41610.1	MYB
Glyma01g42050.1	MYB
Glyma01g42650.1	MYB
Glyma01g43120.1	MYB
Glyma01g44370.1	MYB
Glyma02g00820.1	MYB
Glyma02g00960.1	MYB
Glyma02g01300.1	MYB
Glyma02g01740.1	MYB
Glyma02g12100.1	MYB
Glyma02g12240.1	MYB
Glyma02g12250.1	MYB
Glyma02g12260.1	MYB
Glyma02g13770.1	MYB
Glyma02g39070.1	MYB
Glyma02g41180.1	MYB
Glyma02g41440.1	MYB
Glyma02g42030.1	MYB
Glyma02g43280.1	MYB
Glyma03g00890.1	MYB
Glyma03g00980.1	MYB
Glyma03g01540.1	MYB
Glyma03g06230.1	MYB
Glyma03g07840.1	MYB
Glyma03g15810.1	MYB
Glyma03g15870.1	MYB
Glyma03g15930.1	MYB
Glyma03g19030.1	MYB
Glyma03g19470.1	MYB
Glyma03g26830.1	MYB
Glyma03g31980.1	MYB
